sig_cutted,sig_cutted2
76.11185,33.58018
60.26888,33.53129
60.45218,32.03004
64.67989,31.01224
62.47248,30.61801
63.33261,29.1816
77.59601,30.02916
81.88879,30.20497
89.62079,29.82826
105.6166,30.86536
110.4965,31.06576
107.7147,31.68706
113.6626,32.49205
99.92323,31.54887
103.7507,30.71616
104.1614,30.63645
118.4817,28.25417
133.379,28.10095
145.6691,27.68484
161.8799,27.65072
170.5256,27.86551
182.9894,28.51399
215.3599,30.65183
213.9304,31.98983
247.469,34.5785
235.7243,35.87224
209.0663,35.17652
176.1809,34.86179
137.8409,33.69165
113.3871,31.81177
86.57764,30.1357
88.00892,29.77627
99.79129,29.06126
103.1412,29.91787
111.0689,31.08855
120.7188,32.89589
116.1644,34.85204
109.0508,36.35453
112.5366,35.34303
117.8977,35.94721
118.58,36.31765
124.6164,35.56398
132.5622,37.4231
126.9267,36.98727
114.8685,35.30138
117.4811,34.74602
120.983,32.79155
115.089,30.44978
141.3967,29.90359
163.0901,29.94582
188.0378,29.53108
214.8106,31.74713
255.1157,33.01296
250.1313,34.3726
241.2967,34.98513
218.9081,34.39305
187.8121,32.53953
151.3665,32.44065
125.3535,32.51904
106.9075,33.83749
98.73824,35.07491
99.78194,37.7766
102.5749,37.92808
119.0946,34.86178
149.4229,34.462
164.8997,32.67373
194.1273,30.73487
198.3296,30.70666
205.0987,30.14891
173.14,28.65001
149.7913,27.58562
118.9133,27.99704
100.6176,28.31467
80.41047,30.21747
84.84893,32.79379
97.47765,32.59455
107.6503,32.96971
112.4408,33.38159
125.9239,31.46078
109.4037,32.92006
107.7825,33.86628
97.54092,32.78363
100.2688,33.49693
100.2329,33.21041
104.6141,30.67949
121.9701,31.4274
124.4624,29.2443
120.5194,28.26111
128.8478,27.19062
127.0269,26.35653
125.3298,24.48917
130.1728,23.57254
141.2761,24.36605
134.3842,24.56219
134.6421,26.88281
126.7304,30.193
126.8641,33.77922
113.3683,37.07439
116.8607,39.27999
126.746,40.86848
138.1764,38.23088
164.5135,38.89829
195.5568,37.66813
212.7529,32.71968
223.8242,33.51609
221.8254,30.85818
194.4792,27.57546
179.9039,25.90814
168.6385,25.48846
144.0755,23.48725
142.9193,23.98877
147.042,25.13078
135.4384,25.85809
142.95,27.95747
157.802,30.44835
160.423,31.49464
168.2952,33.27922
172.5509,33.35366
164.0986,32.24255
146.6397,31.54584
130.2058,28.54908
125.6928,27.80054
122.2541,27.20788
121.1108,27.47061
146.4766,28.80775
169.2785,30.64968
172.0657,31.44904
185.8396,32.59681
203.0315,33.41226
177.0952,31.5295
164.7606,28.87631
163.3207,28.39154
142.3405,26.26196
129.8969,23.85667
122.1365,24.00756
113.1928,24.00289
110.8074,23.41281
106.2186,24.48713
118.7672,26.41552
121.053,28.24738
139.2311,33.04988
133.8048,34.3682
121.0437,36.9292
110.9041,39.42436
100.2971,39.71783
86.58734,39.80487
90.35899,39.69143
95.81142,39.0971
98.53367,37.18766
104.9868,34.04637
115.7435,32.8124
118.6885,28.74775
128.2388,28.39267
136.6945,27.32013
144.7299,27.12063
147.9713,28.58372
148.1524,30.32389
151.2675,32.22736
137.9467,32.75755
131.9117,35.01119
111.1576,33.47745
97.34813,33.78533
82.90739,32.14987
75.90103,32.12468
74.99799,31.20629
82.04392,29.11344
86.74615,33.07546
88.68312,32.3942
85.52374,34.96733
83.01384,37.06436
78.59755,37.33553
84.98488,36.28499
100.9507,35.18692
122.7622,33.46626
149.8734,30.73875
172.4835,30.23687
171.1326,29.61313
168.6323,28.88416
149.5623,30.27571
122.094,31.83308
99.67503,32.85128
88.5406,35.38824
83.61833,37.22999
79.22579,36.57037
88.47088,36.8086
108.0266,34.86561
128.7292,34.05981
151.3376,33.62216
177.5262,34.5017
183.2907,34.70892
172.0753,34.33346
150.7229,36.05764
125.6848,33.55373
98.60246,35.09333
81.47169,34.62639
74.46823,35.03075
64.95095,36.00524
72.97196,34.94385
76.58441,35.20746
81.8216,33.40018
96.1106,31.50409
112.5163,31.85825
123.9194,29.07188
128.2519,29.64771
143.5267,31.90677
144.7988,32.89352
129.6004,34.13404
122.7584,37.16052
118.2154,38.36973
93.63071,36.50587
100.3039,36.73931
112.5712,35.32018
136.4177,35.83241
162.2998,35.13387
183.4543,34.96264
197.658,35.82541
211.1502,35.75856
198.104,33.9508
187.5032,34.69801
191.3296,33.5757
169.6393,32.97456
155.804,31.6359
148.3818,31.96747
142.4848,31.26012
149.704,31.50469
133.8393,32.01735
133.438,30.56451
129.984,31.31514
112.6411,29.57475
111.7663,28.35794
115.4546,28.66841
127.0007,27.07281
153.3875,29.26304
179.8313,30.65034
207.7824,32.89022
235.5176,35.56495
241.0403,35.53223
243.2244,34.13978
212.3823,31.58799
202.6564,28.9066
178.0774,24.79436
159.0049,22.31584
163.8821,24.24663
141.529,21.69915
135.876,24.57493
137.9806,27.15715
131.3095,28.59454
138.1107,30.05187
152.9593,31.30254
151.5186,30.63981
152.4674,28.00033
145.1101,27.82138
140.7158,25.35345
119.4271,25.02526
99.33977,25.2114
88.97374,25.60681
86.55814,26.31817
98.91648,27.22226
122.2049,29.38464
165.292,31.07035
218.1352,33.76594
241.173,36.86897
250.3105,37.58265
239.069,37.45082
219.1439,37.84417
183.0536,34.96618
133.1443,33.33913
116.961,32.96003
94.33344,32.73579
86.03252,32.44556
82.15341,33.49246
112.9542,34.12218
131.5937,34.5621
147.7819,34.27726
166.4675,33.45951
181.1081,32.60379
151.766,28.97991
138.0874,26.97802
112.9206,25.0675
81.54659,24.49361
74.08846,25.75763
69.34344,27.17616
68.28626,28.40787
100.5161,30.52243
129.1948,33.06441
165.0348,33.18638
212.7903,35.79572
247.1892,37.32946
246.6692,35.32426
243.8286,33.36085
209.4971,30.18152
175.8514,24.66509
152.2354,23.5365
133.1374,21.16106
132.477,20.75183
136.7677,22.02689
141.2889,21.84496
181.8576,24.69125
204.9272,26.37197
243.8619,31.18809
291.6374,33.76437
292.2162,38.60792
289.9301,38.97591
261.7358,36.69152
230.6243,36.6506
200.6805,33.19572
178.2921,30.45242
169.522,29.66273
163.5879,27.38095
167.1745,28.56565
181.5845,29.03878
196.4243,31.0841
223.8967,34.9225
253.2305,37.1436
263.403,39.85833
252.6129,39.10669
226.2998,36.7124
187.093,34.64148
132.1294,31.57486
100.9691,28.38392
75.38982,28.18888
67.82253,28.18732
81.31902,26.25355
114.9156,27.17081
141.4247,27.5332
188.6798,28.09279
235.695,30.1335
265.2755,32.34209
269.9011,34.05042
268.9135,35.82857
243.7508,34.40159
190.0542,33.19221
154.781,32.83423
131.8613,29.81825
102.2548,28.27879
96.2068,26.17366
103.6269,25.42487
115.5442,23.45119
147.3367,24.32767
172.1848,25.80098
205.3954,27.40459
224.5746,30.1522
224.6319,32.39025
203.2516,31.87688
180.092,31.2606
156.1693,31.19298
143.9352,28.66727
142.7538,27.81892
146.2618,28.91018
153.59,28.67392
138.4787,27.28074
147.7313,28.13073
144.8824,28.68766
130.2298,27.97635
141.7074,30.35443
131.8962,30.80647
115.0415,30.73598
116.5382,30.01124
107.1971,28.71791
113.391,28.56596
119.2583,28.93707
122.3465,29.85531
133.0723,31.70805
129.8815,32.38816
143.2829,33.52164
160.9246,32.89824
170.7541,32.23978
189.7383,32.17707
191.7986,31.26614
181.0075,29.35696
166.0637,27.47792
143.6862,26.59414
132.2038,25.32108
135.5249,23.76194
138.2477,23.97613
159.9954,23.15437
173.3109,22.45494
184.6537,24.90023
185.0715,26.92568
191.096,33.07449
196.3421,35.91735
181.8806,40.15953
188.7009,41.66469
173.0265,39.34747
180.4468,38.33138
172.2823,34.54586
155.7447,30.69434
154.614,29.56298
136.769,26.87884
119.0049,25.89171
115.2668,26.15732
121.2536,27.49618
136.3683,28.49212
142.901,31.29821
164.4989,33.97243
176.8481,33.57908
152.1958,33.3335
148.2633,32.42192
138.2191,27.25165
120.1952,24.96768
110.3699,24.80636
112.1945,21.28541
123.8354,20.5287
140.703,23.81671
165.9073,26.14614
188.941,28.15769
218.5618,31.70984
218.6776,35.13033
201.8706,34.43074
180.3936,33.21621
144.5863,32.78286
118.2787,28.75447
105.8889,26.90035
109.6346,25.55521
100.3945,24.03379
111.0034,24.19195
123.7523,26.28892
137.9104,28.5969
154.5678,32.55915
194.9008,35.56354
201.0264,35.99911
195.1966,36.36208
189.6587,32.60763
155.6663,29.95635
126.0487,25.28531
107.9214,22.57501
99.26926,21.37444
112.7666,21.45717
122.1766,21.4659
144.4064,22.64402
164.1288,25.25623
174.6058,26.33489
173.853,26.48897
183.5433,27.9969
184.5507,28.62139
167.6949,27.52735
168.115,27.25498
161.6941,28.38777
141.0891,25.33783
132.0938,26.555
123.8608,25.60031
127.179,24.19393
150.7393,26.94487
173.6168,27.69082
203.7217,28.12335
216.5365,31.42942
213.3165,32.31511
165.6834,31.29365
131.6719,30.83972
87.48284,28.83859
58.95882,26.19368
46.834,25.87473
59.91043,24.23981
89.57956,23.80011
135.2953,26.68159
171.3789,26.94169
212.4863,28.70804
224.229,30.26984
217.7513,31.63444
194.1879,30.29921
161.5175,30.4919
130.1227,30.88725
118.8022,31.30682
110.0235,31.55793
101.1727,31.28587
122.937,30.73092
121.5231,28.75371
121.0407,28.00355
128.5671,27.56445
127.21,27.98041
112.9562,28.60664
97.07931,28.66982
91.33868,28.32314
76.26004,28.8038
69.07696,27.42316
80.3297,26.18933
85.00436,26.00383
102.844,25.74565
118.2034,24.81003
148.6236,25.35188
157.6415,28.00402
161.7047,29.54012
172.6839,30.24684
155.1539,34.26011
134.2585,33.16814
135.9834,32.20668
131.3182,34.23547
129.4781,32.19238
139.1118,32.66624
147.2448,33.31994
146.6596,32.04323
148.9671,31.97425
176.3497,31.42962
208.5697,30.41796
231.4752,29.70667
275.922,31.72486
285.191,31.03298
270.3017,31.15416
267.0122,33.2923
251.2601,33.96746
224.3952,33.87534
242.2807,35.75349
234.4187,35.62584
241.9951,35.94702
259.6259,36.15279
271.2544,36.53666
286.235,36.44975
281.064,35.99461
278.902,35.79574
255.5436,34.11156
213.4501,32.45696
189.4765,31.57145
141.7861,29.57054
123.2549,28.56554
118.5659,28.50596
127.9905,27.90722
147.5921,27.59208
181.5537,29.32688
204.8011,31.11216
215.8412,31.24065
229.6778,33.53351
199.2564,33.30521
198.1382,32.93524
174.3235,32.66494
161.6825,30.12178
143.9639,29.0899
132.8368,28.88934
127.3047,27.45918
117.0974,27.51381
121.9459,29.84012
138.3286,31.442
164.4655,33.40129
167.7751,34.26558
192.1821,34.84628
190.0392,31.38111
162.6794,30.10288
154.3406,27.56563
125.5972,26.28976
101.1784,26.34337
90.66818,27.58421
88.50518,27.79111
95.10415,30.03084
117.189,34.0933
149.0318,35.22285
181.2365,37.9756
211.4021,40.25837
219.8198,40.47878
202.6243,38.31189
182.5168,37.674
139.6771,35.91124
106.7544,35.34982
77.86356,36.77843
66.64098,37.02834
65.49886,36.00655
78.6963,36.04874
97.73831,34.62097
133.0099,32.63427
156.4663,33.20054
175.4169,31.79719
192.1324,31.84869
177.6401,30.57811
171.3132,29.9239
151.941,29.20167
143.8484,28.19608
130.7528,29.17351
117.0183,28.80889
114.067,29.40085
118.9113,32.40052
133.5937,34.12174
158.2585,35.97013
188.8367,40.48021
206.1537,39.66826
207.5017,39.43259
187.7277,40.4724
148.7894,39.15567
116.381,38.97916
85.54807,38.60984
71.66263,38.45835
78.2896,37.52016
116.7272,36.33916
173.4337,36.22771
220.1262,38.25613
301.868,38.1134
331.4347,41.99602
331,41.18223
312.4133,39.99797
252.3901,37.73957
197.9613,35.82243
148.7921,33.11556
113.935,31.05021
98.74846,31.18057
91.09319,31.15655
97.05346,29.48117
104.1059,29.82874
122.5998,30.53572
133.9396,30.81082
144.1508,31.141
146.1429,32.81614
138.4881,33.39146
103.4578,32.36158
92.18399,32.41207
85.20474,31.84875
69.14333,32.16545
85.87118,33.23167
111.0262,32.33897
113.8205,32.22272
121.9482,33.28883
124.6537,31.97315
118.9429,32.21529
104.8588,33.87183
105.2587,32.88993
107.5082,32.94406
112.7658,32.09926
118.6683,32.0429
123.168,34.22916
135.0373,34.05227
134.6994,36.13643
134.5405,38.65814
123.9754,34.92577
122.9925,33.78259
102.1903,32.33463
91.05346,32.88306
85.79555,35.75068
93.32038,38.55532
97.02068,42.40137
109.7393,44.17817
115.1789,40.6263
101.9155,39.20251
91.83344,35.92589
74.50926,34.61204
66.34174,33.75169
61.20128,32.59972
71.67641,32.05865
89.77134,30.8963
112.3347,30.40607
147.08,30.26081
169.5698,31.4622
189.7792,31.61221
208.9631,32.11787
196.8692,31.3469
186.1795,30.36103
161.3295,30.28685
158.9804,29.62308
127.6928,30.82571
118.5226,32.41451
125.3359,32.46393
121.8679,33.56314
132.2329,34.14106
183.5716,35.07838
216.3146,35.59512
255.7394,34.47575
290.7135,35.63031
295.9387,34.90495
260.3154,33.13413
224.2444,33.48853
181.3925,32.51946
129.2943,32.43587
106.4059,31.89391
93.70798,31.90893
102.9167,31.1082
131.8769,32.80107
165.7159,33.18828
179.3543,35.26104
229.1069,35.16222
217.4937,34.19214
190.5959,31.86736
176.444,29.13679
142.4284,25.76087
121.7482,24.30591
122.1921,24.61632
121.4416,23.34596
136.9455,24.825
131.582,26.07444
128.8933,24.98785
126.2303,25.84394
110.1893,25.28572
89.06967,24.15579
80.91744,24.08366
80.82224,23.64001
79.03493,23.00265
85.01344,22.44611
95.35418,21.77308
108.7532,20.83392
106.2165,20.86555
117.9013,21.68895
117.4121,22.13537
111.2267,24.3324
113.6142,24.44068
107.9664,24.8045
101.2569,24.63581
103.4082,24.59636
101.7729,25.09271
100.7597,26.67023
94.97263,27.36399
94.46626,28.88955
95.20198,30.29136
100.6288,29.29751
102.945,30.25742
117.4591,29.80721
128.2954,28.89934
113.6459,27.40418
122.96,27.44574
125.4208,25.87129
123.9635,24.24059
139.5541,25.64229
156.1048,25.56869
167.3081,24.34976
170.405,24.9617
176.2309,25.51095
171.5522,24.1318
162.8096,25.22454
157.9778,24.88744
148.9146,23.45278
150.7202,23.73084
153.6623,21.8182
170.4353,22.62094
173.86,22.3804
171.8767,21.23436
155.9886,23.18012
148.4333,21.32433
130.9556,20.43674
125.7413,22.19754
124.7825,23.39
142.7445,24.93357
162.9647,28.34818
163.1373,30.44072
173.6049,33.11191
155.0861,34.19291
133.5761,37.44722
111.4249,38.28261
92.68944,41.1567
103.304,42.24819
144.6612,42.57405
190.6835,43.16395
264.279,43.19811
322.9913,45.3254
337.6089,46.20464
331.8311,46.35556
276.9874,45.58424
216.0289,44.01115
144.7163,39.2065
99.5324,34.92165
67.15482,33.34925
62.71311,30.23539
67.14243,28.45012
88.44841,29.0358
106.4205,29.01579
121.3529,28.69646
144.1296,30.32574
153.1602,30.20331
145.7108,27.6319
155.7203,27.29151
135.0963,26.32808
128.4151,26.20838
128.2906,27.31135
121.4842,29.33039
121.9618,31.87322
141.2579,33.32121
154.8384,33.95161
178.7635,35.08758
197.1921,35.78897
205.0872,37.12772
206.8272,36.28619
189.6163,37.10572
163.3678,36.78023
136.0347,35.76684
116.7341,35.5178
99.13574,35.14662
102.9001,35.58821
122.3922,35.63504
172.1244,37.06764
209.53,38.01186
233.3588,38.68117
271.9187,41.64019
233.4729,40.22277
187.9169,37.76718
142.1483,37.67395
82.13961,36.24749
52.98153,31.76458
41.88584,33.20858
43.27549,33.13508
62.13077,32.60223
84.42303,34.34969
113.7927,35.41912
135.5135,34.62967
169.6434,33.56635
180.9136,34.561
174.9216,33.35259
169.2324,31.66212
148.9528,33.12767
131.9223,32.3236
112.5933,31.41948
112.8,33.77172
104.3756,32.63919
106.143,33.7325
132.4363,34.68139
163.5623,33.00528
205.0896,33.5112
245.4839,33.2769
265.2972,33.62111
254.6482,33.90253
212.6815,34.24381
172.6945,36.61542
123.0831,37.21388
88.39939,36.59608
63.55646,37.46971
64.53296,35.54907
75.48084,35.79718
107.5254,35.67764
151.1141,36.71428
182.6653,36.49408
209.5906,38.47211
212.3087,38.55047
186.6379,35.95023
163.0633,36.93173
137.8654,35.2989
116.7004,33.47562
110.5992,34.07226
116.8602,34.20081
139.0139,35.843
166.7981,39.50838
207.0255,40.65144
228.1953,42.58296
254.6684,44.9854
237.3917,42.49599
202.9945,40.36428
146.869,37.36664
108.1194,36.6049
57.93047,33.80011
36.45034,33.67899
50.50321,34.69094
71.3681,37.0336
115.7075,39.06914
151.6537,39.67854
199.8527,44.00581
222.6754,43.67616
197.8144,41.51472
188.8964,39.44698
160.034,35.49488
123.7643,32.24161
110.1581,27.65513
106.121,27.12757
103.3534,25.06689
109.452,26.3383
109.5102,28.48663
110.9573,30.39453
104.338,33.16587
101.792,36.80127
95.55075,37.85784
85.97066,38.44364
80.16316,38.95671
76.6832,36.02684
76.42445,33.54741
79.49536,31.64552
96.67281,27.28466
107.657,27.32956
129.5251,26.46625
140.9766,27.12799
145.2735,27.53308
145.5265,27.88557
131.8435,27.55046
119.1088,26.70321
103.1343,24.81648
91.28408,24.30179
87.35238,23.53964
88.30714,23.35892
94.9651,24.71112
108.9559,24.65111
119.9968,25.24807
124.2014,25.68622
132.959,24.0992
128.0082,24.53439
122.4736,23.04135
119.8218,23.01871
117.417,24.95757
129.754,25.56925
129.5478,26.92862
136.4517,27.23301
158.8925,27.65032
155.3554,26.73052
149.2814,24.27356
158.7189,22.53269
139.0318,21.01871
121.7985,18.60108
109.0564,18.88278
97.29386,18.80998
86.65333,19.79305
90.12217,22.29768
90.73486,25.6255
109.1401,26.9165
108.2076,28.96517
121.7571,28.84212
134.1072,28.3027
130.108,26.51148
133.0961,25.24908
140.8597,23.26529
121.54,25.51902
112.8258,26.19181
105.6381,26.31978
96.76643,29.81433
86.1739,30.71584
86.66202,31.59959
85.86501,32.91478
93.79118,33.52283
109.6724,32.45002
123.9348,30.99299
134.3455,31.43664
168.481,28.79793
143.3035,28.92597
138.2778,30.06088
130.8042,30.28655
126.4193,30.5476
121.997,32.17847
132.5353,31.92727
142.9234,31.81048
142.7403,30.88369
149.1504,29.19666
144.6194,28.86883
134.7911,28.11271
162.1452,26.92246
130.6681,27.96379
130.8506,27.73079
139.9383,27.57605
153.7211,29.29945
177.6209,32.06858
202.0156,34.39142
231.9168,37.57416
242.337,39.4273
222.7788,38.95242
213.0303,38.55732
196.2923,36.58315
177.0243,35.96659
159.1311,34.89643
152.5359,35.21126
120.2926,33.87409
106.2218,33.31641
97.86894,32.44189
91.30033,28.94857
97.40197,29.52827
107.4917,27.35759
107.027,26.09485
106.386,27.76871
97.44321,27.78382
90.99781,29.54431
89.16912,31.45729
81.87659,32.85685
86.07413,33.43338
83.88562,33.50816
81.45732,34.29433
85.23926,33.00746
85.52329,32.58298
83.95782,31.13824
94.02748,30.31144
87.16824,30.08838
90.89951,28.35293
86.80805,30.28875
89.0245,30.73597
82.89497,31.83937
89.41155,33.39487
100.5825,35.30592
118.5809,34.86228
133.2463,34.05682
154.1292,33.55571
155.5765,30.59396
149.2571,29.43533
139.9754,28.74434
126.0704,27.90645
123.7871,27.44634
125.8647,29.52149
135.4395,30.30001
159.2215,30.6443
170.2687,33.83664
175.3739,34.36398
170.8922,33.30762
171.2851,33.83078
140.4725,30.29185
123.371,29.63313
110.9836,28.0063
94.41518,27.64912
86.44749,29.60985
94.21664,29.8093
112.1236,31.14922
132.73,33.53007
157.974,32.74297
177.0539,33.652
187.9286,33.31789
186.6898,31.84851
162.8449,29.38587
162.1509,29.12068
136.0527,27.49684
119.5436,28.14732
128.8978,29.24114
117.3113,29.57484
110.3795,28.85659
125.1743,29.4396
121.1641,27.9991
134.267,27.88129
152.9384,28.19359
156.0075,27.83677
166.8143,27.12032
161.2257,25.596
152.8085,24.37698
